OPR_DATE,OPR_HOUR,PRICE
10/2/2012,6,24.7
10/2/2012,7,34.3
10/2/2012,8,32.41
10/2/2012,9,33.01
10/2/2012,10,33.86
10/2/2012,11,35.58
10/2/2012,12,34.91
10/2/2012,13,35.12
10/2/2012,14,35.16
10/2/2012,15,36.68
10/2/2012,16,36.69
10/2/2012,17,36.78
10/2/2012,18,36.74
10/2/2012,19,36.92
10/2/2012,20,40.38
10/2/2012,21,38.29
10/2/2012,22,32.13
10/2/2012,23,28.62
10/3/2012,0,28.58
10/3/2012,1,24.98
10/3/2012,2,24.28
10/3/2012,3,23.65
10/3/2012,4,23.2
10/3/2012,5,23.67
10/3/2012,6,28.32
10/3/2012,7,40.52
10/3/2012,8,38.51
10/3/2012,9,35.13
10/3/2012,10,36.95
10/3/2012,11,37.04
10/3/2012,12,37.32
10/3/2012,13,37.91
10/3/2012,14,39.54
10/3/2012,15,39.15
10/3/2012,16,39.25
10/3/2012,17,38.94
10/3/2012,18,36.53
10/3/2012,19,34.9
10/3/2012,20,43.24
10/3/2012,21,38.31
10/3/2012,22,33.35
10/3/2012,23,30.79
10/4/2012,0,28.35
10/4/2012,1,26.01
10/4/2012,2,23.62
10/4/2012,3,23.2
10/4/2012,4,22.56
10/4/2012,5,22.71
10/4/2012,6,25.14
10/4/2012,7,38.9
10/4/2012,8,35.93
10/4/2012,9,33.75
10/4/2012,10,34.66
10/4/2012,11,39.88
10/4/2012,12,36.93
10/4/2012,13,35.92
10/4/2012,14,36.07
10/4/2012,15,36.23
10/4/2012,16,36.1
10/4/2012,17,36.26
10/4/2012,18,35.46
10/4/2012,19,34.47
10/4/2012,20,39.1
10/4/2012,21,36.5
10/4/2012,22,32.93
10/4/2012,23,31.05
10/5/2012,0,26.39
10/5/2012,1,25.34
10/5/2012,2,24.16
10/5/2012,3,23.75
10/5/2012,4,23.23
10/5/2012,5,23.4
10/5/2012,6,26.77
10/5/2012,7,34.94
10/5/2012,8,34.26
10/5/2012,9,33.41
10/5/2012,10,34.85
10/5/2012,11,35.81
10/5/2012,12,35.74
10/5/2012,13,35.99
10/5/2012,14,37.41
10/5/2012,15,37.97
10/5/2012,16,37.42
10/5/2012,17,36.33
10/5/2012,18,34.28
10/5/2012,19,34.55
10/5/2012,20,35.56
10/5/2012,21,33.83
10/5/2012,22,31.1
10/5/2012,23,29.99
10/6/2012,0,28.1
10/6/2012,1,27.56
10/6/2012,2,25.59
10/6/2012,3,24.57
10/6/2012,4,24.23
10/6/2012,5,23.76
10/6/2012,6,23.96
10/6/2012,7,24.92
10/6/2012,8,25.55
10/6/2012,9,28.73
10/6/2012,10,32.75
10/6/2012,11,33.3
10/6/2012,12,32.62
10/6/2012,13,32.39
10/6/2012,14,32.19
10/6/2012,15,31.8
10/6/2012,16,30.73
10/6/2012,17,30.59
10/6/2012,18,30.02
10/6/2012,19,31.12
10/6/2012,20,33.83
10/6/2012,21,31.58
10/6/2012,22,31.15
10/6/2012,23,27.37
10/7/2012,0,25.42
10/7/2012,1,23.76
10/7/2012,2,24.38
10/7/2012,3,23.77
10/7/2012,4,23.45
10/7/2012,5,23.02
10/7/2012,6,23.57
10/7/2012,7,23.86
10/7/2012,8,24.28
10/7/2012,9,26.5
10/7/2012,10,30.37
10/7/2012,11,31.18
10/7/2012,12,30.86
10/7/2012,13,30.05
10/7/2012,14,29.19
10/7/2012,15,28.86
10/7/2012,16,28.32
10/7/2012,17,29.16
10/7/2012,18,30.91
10/7/2012,19,35.31
10/7/2012,20,40.9
10/7/2012,21,35.9
10/7/2012,22,32.89
10/7/2012,23,27.77
10/8/2012,0,25.8
10/8/2012,1,28.68
10/8/2012,2,27.81
10/8/2012,3,27.79
10/8/2012,4,27.77
10/8/2012,5,28.25
10/8/2012,6,31.12
10/8/2012,7,40.49
10/8/2012,8,42.6
10/8/2012,9,41.26
10/8/2012,10,41.38
10/8/2012,11,39.73
10/8/2012,12,39.89
10/8/2012,13,39.86
10/8/2012,14,38.93
10/8/2012,15,38.34
10/8/2012,16,37.02
10/8/2012,17,37.14
10/8/2012,18,38.59
10/8/2012,19,45.3
10/8/2012,20,58.78
10/8/2012,21,44.33
10/8/2012,22,37.67
10/8/2012,23,31.28
10/9/2012,0,29.09
10/9/2012,1,30.89
10/9/2012,2,28.8
10/9/2012,3,28.11
10/9/2012,4,27.63
10/9/2012,5,28.55
10/9/2012,6,32.85
10/9/2012,7,45.15
10/9/2012,8,43.98
10/9/2012,9,39.74
10/9/2012,10,40.55
10/9/2012,11,39.65
10/9/2012,12,39.14
10/9/2012,13,38.08
10/9/2012,14,36.18
10/9/2012,15,35.17
10/9/2012,16,33.95
10/9/2012,17,33.57
10/9/2012,18,33.19
10/9/2012,19,36.21
10/9/2012,20,40.29
10/9/2012,21,39.45
10/9/2012,22,33.99
10/9/2012,23,32.5
10/10/2012,0,30.61
10/10/2012,1,25.83
10/10/2012,2,24.89
10/10/2012,3,24.75
10/10/2012,4,23.86
10/10/2012,5,24.4
10/10/2012,6,27.67
10/10/2012,7,37.72
10/10/2012,8,37.52
10/10/2012,9,34.73
10/10/2012,10,36.57
10/10/2012,11,37.16
10/10/2012,12,36
10/10/2012,13,36.5
10/10/2012,14,36.79
10/10/2012,15,35.17
10/10/2012,16,34
10/10/2012,17,33.47
10/10/2012,18,33.24
10/10/2012,19,36.57
10/10/2012,20,40.43
10/10/2012,21,37.03
10/10/2012,22,33.19
10/10/2012,23,30.47
10/11/2012,0,27.5
10/11/2012,1,27.55
10/11/2012,2,25.19
10/11/2012,3,24.95
10/11/2012,4,24.63
10/11/2012,5,25.69
10/11/2012,6,30.15
10/11/2012,7,39.15
10/11/2012,8,43.06
10/11/2012,9,36.85
10/11/2012,10,36.48
10/11/2012,11,36.19
10/11/2012,12,34.29
10/11/2012,13,33.41
10/11/2012,14,33.03
10/11/2012,15,31.91
10/11/2012,16,31.45
10/11/2012,17,31.58
10/11/2012,18,31.33
10/11/2012,19,31.94
10/11/2012,20,37.76
10/11/2012,21,36.02
10/11/2012,22,32.23
10/11/2012,23,29.66
10/12/2012,0,28.77
10/12/2012,1,25.43
10/12/2012,2,25.41
10/12/2012,3,25.57
10/12/2012,4,25.15
10/12/2012,5,25.21
10/12/2012,6,27.81
10/12/2012,7,35.49
10/12/2012,8,36.68
10/12/2012,9,34.09
10/12/2012,10,33.71
10/12/2012,11,33.68
10/12/2012,12,32.85
10/12/2012,13,32.71
10/12/2012,14,32.26
10/12/2012,15,31.55
10/12/2012,16,30.96
10/12/2012,17,30.62
10/12/2012,18,30.5
10/12/2012,19,32.18
10/12/2012,20,35.53
10/12/2012,21,33.35
10/12/2012,22,29.89
10/12/2012,23,28.99
10/13/2012,0,27.98
10/13/2012,1,31.89
10/13/2012,2,29.3
10/13/2012,3,28.61
10/13/2012,4,28.58
10/13/2012,5,28.25
10/13/2012,6,29
10/13/2012,7,30.94
10/13/2012,8,33.16
10/13/2012,9,37.25
10/13/2012,10,37.38
10/13/2012,11,36.8
10/13/2012,12,33.6
10/13/2012,13,32.12
10/13/2012,14,31.49
10/13/2012,15,30.58
10/13/2012,16,29.94
10/13/2012,17,30.18
10/13/2012,18,30.76
10/13/2012,19,33.96
10/13/2012,20,37.17
10/13/2012,21,37.03
10/13/2012,22,31.99
10/13/2012,23,29.76
10/14/2012,0,27.86
10/14/2012,1,25.63
10/14/2012,2,23.62
10/14/2012,3,23.5
10/14/2012,4,22.99
10/14/2012,5,22.82
10/14/2012,6,23.66
10/14/2012,7,24.21
10/14/2012,8,24.61
10/14/2012,9,27.03
10/14/2012,10,29.53
10/14/2012,11,30.5
10/14/2012,12,30.19
10/14/2012,13,30.15
10/14/2012,14,30.09
10/14/2012,15,29.82
10/14/2012,16,29.91
10/14/2012,17,30.63
10/14/2012,18,31.66
10/14/2012,19,34.91
10/14/2012,20,41.35
10/14/2012,21,39.57
10/14/2012,22,35.58
10/14/2012,23,30.9
10/15/2012,0,27.89
10/15/2012,1,24.72
10/15/2012,2,23.23
10/15/2012,3,22.67
10/15/2012,4,22.65
10/15/2012,5,23.51
10/15/2012,6,26.45
10/15/2012,7,35.76
10/15/2012,8,33.69
10/15/2012,9,32.95
10/15/2012,10,33.83
10/15/2012,11,33.89
10/15/2012,12,33.63
10/15/2012,13,33.92
10/15/2012,14,33.96
10/15/2012,15,32.52
10/15/2012,16,32.5
10/15/2012,17,32.61
10/15/2012,18,32.79
10/15/2012,19,33.73
10/15/2012,20,48.19
10/15/2012,21,35.84
10/15/2012,22,32.71
10/15/2012,23,29.06
10/16/2012,0,26.96
10/16/2012,1,26.7
10/16/2012,2,26.19
10/16/2012,3,26.13
10/16/2012,4,25.42
10/16/2012,5,25.92
10/16/2012,6,28.12
10/16/2012,7,39.01
10/16/2012,8,41.54
10/16/2012,9,38.6
10/16/2012,10,36.27
10/16/2012,11,34.75
10/16/2012,12,34.23
10/16/2012,13,33.39
10/16/2012,14,33.1
10/16/2012,15,32.09
10/16/2012,16,31.15
10/16/2012,17,31.5
10/16/2012,18,32.03
10/16/2012,19,35.17
10/16/2012,20,40.57
10/16/2012,21,37.54
10/16/2012,22,31.43
10/16/2012,23,29.29
10/17/2012,0,26.95
10/17/2012,1,26.6
10/17/2012,2,25.1
10/17/2012,3,24.78
10/17/2012,4,24.64
10/17/2012,5,24.81
10/17/2012,6,28.5
10/17/2012,7,41.12
10/17/2012,8,43.14
10/17/2012,9,36.1
10/17/2012,10,35.89
10/17/2012,11,35.91
10/17/2012,12,35.71
10/17/2012,13,35.1
10/17/2012,14,35.36
10/17/2012,15,34.16
10/17/2012,16,33.83
10/17/2012,17,34.47
10/17/2012,18,34.82
10/17/2012,19,41
10/17/2012,20,41.84
10/17/2012,21,36.24
10/17/2012,22,32.38
10/17/2012,23,29.68
10/18/2012,0,25.73
10/18/2012,1,26.09
10/18/2012,2,24.26
10/18/2012,3,23.9
10/18/2012,4,23.76
10/18/2012,5,24.09
10/18/2012,6,27.4
10/18/2012,7,38.64
10/18/2012,8,39.16
10/18/2012,9,33.23
10/18/2012,10,32.9
10/18/2012,11,34.46
10/18/2012,12,33.7
10/18/2012,13,33.63
10/18/2012,14,33.36
10/18/2012,15,32.36
10/18/2012,16,31.44
10/18/2012,17,31.76
10/18/2012,18,31.66
10/18/2012,19,37.76
10/18/2012,20,40.88
10/18/2012,21,34.81
10/18/2012,22,31.86
10/18/2012,23,29.09
10/19/2012,0,27.5
10/19/2012,1,27.65
10/19/2012,2,26.78
10/19/2012,3,25.72
10/19/2012,4,25.47
10/19/2012,5,25.53
10/19/2012,6,29.29
10/19/2012,7,42.02
10/19/2012,8,43.89
10/19/2012,9,41.02
10/19/2012,10,42.53
10/19/2012,11,44.48
10/19/2012,12,42.15
10/19/2012,13,42.04
10/19/2012,14,39.36
10/19/2012,15,37.99
10/19/2012,16,33.21
10/19/2012,17,33.52
10/19/2012,18,34.78
10/19/2012,19,40.02
10/19/2012,20,38.61
10/19/2012,21,37.5
10/19/2012,22,31.88
10/19/2012,23,30.25
10/20/2012,0,28.13
10/20/2012,1,31.27
10/20/2012,2,29.55
10/20/2012,3,28.83
10/20/2012,4,28.38
10/20/2012,5,28.05
10/20/2012,6,28.96
10/20/2012,7,30.5
10/20/2012,8,32
10/20/2012,9,34.13
10/20/2012,10,36.71
10/20/2012,11,36.35
10/20/2012,12,33.98
10/20/2012,13,31.7
10/20/2012,14,31.12
10/20/2012,15,30.9
10/20/2012,16,30.92
10/20/2012,17,31.01
10/20/2012,18,31.39
10/20/2012,19,37.99
10/20/2012,20,41.84
10/20/2012,21,37.59
10/20/2012,22,33.25
10/20/2012,23,30.9
10/21/2012,0,28.98
10/21/2012,1,28.69
10/21/2012,2,27.07
10/21/2012,3,26.6
10/21/2012,4,25.95
10/21/2012,5,26.22
10/21/2012,6,27.36
10/21/2012,7,28.62
10/21/2012,8,29.84
10/21/2012,9,32.53
10/21/2012,10,34.26
10/21/2012,11,32.63
10/21/2012,12,30.88
10/21/2012,13,30.02
10/21/2012,14,29.38
10/21/2012,15,29.25
10/21/2012,16,28.24
10/21/2012,17,28.89
10/21/2012,18,29.75
10/21/2012,19,39.45
10/21/2012,20,47.88
10/21/2012,21,37.74
10/21/2012,22,34.18
10/21/2012,23,29.2
10/22/2012,0,28.14
10/22/2012,1,27.26
10/22/2012,2,26.23
10/22/2012,3,26.4
10/22/2012,4,26.42
10/22/2012,5,27.64
10/22/2012,6,29.78
10/22/2012,7,45.69
10/22/2012,8,44.95
10/22/2012,9,39.31
10/22/2012,10,37.2
10/22/2012,11,39.55
10/22/2012,12,38.21
10/22/2012,13,41.74
10/22/2012,14,39.75
10/22/2012,15,38.98
10/22/2012,16,37.21
10/22/2012,17,38.41
10/22/2012,18,38.49
10/22/2012,19,49.98
10/22/2012,20,55.28
10/22/2012,21,41.52
10/22/2012,22,37.5
10/22/2012,23,32.35
10/23/2012,0,28.52
10/23/2012,1,28.53
10/23/2012,2,25.55
10/23/2012,3,24.4
10/23/2012,4,24.04
10/23/2012,5,24.94
10/23/2012,6,29.05
10/23/2012,7,41.82
10/23/2012,8,41.14
10/23/2012,9,37.63
10/23/2012,10,38.84
10/23/2012,11,41.88
10/23/2012,12,42.72
10/23/2012,13,42.69
10/23/2012,14,43.78
10/23/2012,15,42.7
10/23/2012,16,40.97
10/23/2012,17,41.42
10/23/2012,18,40.31
10/23/2012,19,51.97
10/23/2012,20,62.61
10/23/2012,21,39.59
10/23/2012,22,36.05
10/23/2012,23,32.07
10/24/2012,0,30.51
10/24/2012,1,26.7
10/24/2012,2,23.08
10/24/2012,3,22.35
10/24/2012,4,22.3
10/24/2012,5,22.57
10/24/2012,6,26.72
10/24/2012,7,36.1
10/24/2012,8,37.76
10/24/2012,9,34.25
10/24/2012,10,35.38
10/24/2012,11,39.86
10/24/2012,12,42.56
10/24/2012,13,43.59
10/24/2012,14,44.88
10/24/2012,15,44.42
10/24/2012,16,41.8
10/24/2012,17,40.69
10/24/2012,18,39.07
10/24/2012,19,49.09
10/24/2012,20,50.79
10/24/2012,21,35.64
10/24/2012,22,33.02
10/24/2012,23,29.18
10/25/2012,0,27.77
10/25/2012,1,28.79
10/25/2012,2,28.29
10/25/2012,3,27.66
10/25/2012,4,26.38
10/25/2012,5,26.54
10/25/2012,6,29.5
10/25/2012,7,37.93
10/25/2012,8,40.08
10/25/2012,9,36.94
10/25/2012,10,38.21
10/25/2012,11,39.59
10/25/2012,12,40.57
10/25/2012,13,42.1
10/25/2012,14,43.28
10/25/2012,15,42.53
10/25/2012,16,41.9
10/25/2012,17,41.71
10/25/2012,18,41.48
10/25/2012,19,54.8
10/25/2012,20,50.29
10/25/2012,21,38.31
10/25/2012,22,35.92
10/25/2012,23,31.01
10/26/2012,0,28.98
10/26/2012,1,30.99
10/26/2012,2,29.99
10/26/2012,3,28.39
10/26/2012,4,27.32
10/26/2012,5,28.09
10/26/2012,6,31.29
10/26/2012,7,40.34
10/26/2012,8,41.11
10/26/2012,9,38.27
10/26/2012,10,38.69
10/26/2012,11,38.28
10/26/2012,12,38.36
10/26/2012,13,38.02
10/26/2012,14,38.45
10/26/2012,15,38.95
10/26/2012,16,37.9
10/26/2012,17,36.74
10/26/2012,18,37.1
10/26/2012,19,43.66
10/26/2012,20,44.13
10/26/2012,21,37.98
10/26/2012,22,33.84
10/26/2012,23,32.39
10/27/2012,0,30.89
10/27/2012,1,30.82
10/27/2012,2,30.12
10/27/2012,3,29.64
10/27/2012,4,27.91
10/27/2012,5,27.86
10/27/2012,6,29.01
10/27/2012,7,29.88
10/27/2012,8,31.55
10/27/2012,9,36.43
10/27/2012,10,40.92
10/27/2012,11,40.86
10/27/2012,12,38.92
10/27/2012,13,37.96
10/27/2012,14,34.1
10/27/2012,15,33.23
10/27/2012,16,33.08
10/27/2012,17,33.37
10/27/2012,18,34.72
10/27/2012,19,43.5
10/27/2012,20,42.06
10/27/2012,21,39.66
10/27/2012,22,35.2
10/27/2012,23,32.12
10/28/2012,0,30.51
10/28/2012,1,28.38
10/28/2012,2,27.48
10/28/2012,3,25.74
10/28/2012,4,25.27
10/28/2012,5,24.92
10/28/2012,6,24.94
10/28/2012,7,26.57
10/28/2012,8,28.28
10/28/2012,9,32.28
10/28/2012,10,33.96
10/28/2012,11,34.88
10/28/2012,12,34.72
10/28/2012,13,33.92
10/28/2012,14,32.08
10/28/2012,15,31.75
10/28/2012,16,31.53
10/28/2012,17,32.23
10/28/2012,18,37.75
10/28/2012,19,45.42
10/28/2012,20,42.25
10/28/2012,21,35.95
10/28/2012,22,34.43
10/28/2012,23,32.03
10/29/2012,0,30.57
10/29/2012,1,29.41
10/29/2012,2,29.06
10/29/2012,3,28.04
10/29/2012,4,27.91
10/29/2012,5,28.12
10/29/2012,6,31.31
10/29/2012,7,42.91
10/29/2012,8,46.16
10/29/2012,9,45.21
10/29/2012,10,44.72
10/29/2012,11,45.47
10/29/2012,12,44.77
10/29/2012,13,44.18
10/29/2012,14,41.33
10/29/2012,15,40.17
10/29/2012,16,38.07
10/29/2012,17,37.61
10/29/2012,18,40.1
10/29/2012,19,49.59
10/29/2012,20,44.27
10/29/2012,21,39.38
10/29/2012,22,34.61
10/29/2012,23,32.3
10/30/2012,0,29.93
10/30/2012,1,26.75
10/30/2012,2,25
10/30/2012,3,24.16
10/30/2012,4,23.5
10/30/2012,5,23.48
10/30/2012,6,26.08
10/30/2012,7,32.36
10/30/2012,8,37.38
10/30/2012,9,39.27
10/30/2012,10,39.26
10/30/2012,11,39.16
10/30/2012,12,38.33
10/30/2012,13,38.06
10/30/2012,14,36.25
10/30/2012,15,34.94
10/30/2012,16,34.34
10/30/2012,17,34.7
10/30/2012,18,36.21
10/30/2012,19,38.99
10/30/2012,20,38.47
10/30/2012,21,37.58
10/30/2012,22,34.34
10/30/2012,23,29.42
10/31/2012,0,27.26
10/31/2012,1,35.61
10/31/2012,2,34.62
10/31/2012,3,33.34
10/31/2012,4,32.14
10/31/2012,5,33.8
10/31/2012,6,37.74
10/31/2012,7,49.49
10/31/2012,8,64.39
10/31/2012,9,64.94
10/31/2012,10,64
10/31/2012,11,59.7
10/31/2012,12,50.57
10/31/2012,13,45.8
10/31/2012,14,44.17
10/31/2012,15,42.33
10/31/2012,16,42.35
10/31/2012,17,42.58
10/31/2012,18,46.27
10/31/2012,19,51.29
10/31/2012,20,53.21
10/31/2012,21,51.57
10/31/2012,22,40.47
10/31/2012,23,35.37
11/1/2012,0,31.43
11/1/2012,1,37.25
11/1/2012,2,31.57
11/1/2012,3,30.88
11/1/2012,4,30.65
11/1/2012,5,31.92
11/1/2012,6,38.65
11/1/2012,7,60.71
11/1/2012,8,77.03
11/1/2012,9,68.82
11/1/2012,10,60.12
11/1/2012,11,60.81
11/1/2012,12,57.46
11/1/2012,13,53.63
11/1/2012,14,47.45
11/1/2012,15,44.67
11/1/2012,16,44.4
11/1/2012,17,46.25
11/1/2012,18,57.32
11/1/2012,19,68.68
11/1/2012,20,61.98
11/1/2012,21,53.27
11/1/2012,22,46.03
11/1/2012,23,37.19
11/2/2012,0,34.81
11/2/2012,1,33.02
11/2/2012,2,31.32
11/2/2012,3,29.53
11/2/2012,4,30.61
11/2/2012,5,31.89
11/2/2012,6,36.46
11/2/2012,7,54.05
11/2/2012,8,65.12
11/2/2012,9,54.75
11/2/2012,10,50.53
11/2/2012,11,50.84
11/2/2012,12,46.79
11/2/2012,13,43.52
11/2/2012,14,41.29
11/2/2012,15,39.48
11/2/2012,16,38.53
11/2/2012,17,39.15
11/2/2012,18,45.11
11/2/2012,19,51.71
11/2/2012,20,50.5
11/2/2012,21,42.83
11/2/2012,22,40.27
11/2/2012,23,35.73
11/3/2012,0,32.88
11/3/2012,1,35.86
11/3/2012,2,32.41
11/3/2012,3,31.51
11/3/2012,4,31.29
11/3/2012,5,31.2
11/3/2012,6,32.17
11/3/2012,7,32.9
11/3/2012,8,36.38
11/3/2012,9,43.46
11/3/2012,10,50.53
11/3/2012,11,45.78
11/3/2012,12,39.83
11/3/2012,13,36.38
11/3/2012,14,33.27
11/3/2012,15,32.34
11/3/2012,16,32.51
11/3/2012,17,32.74
11/3/2012,18,36.51
11/3/2012,19,45.89
11/3/2012,20,42.45
11/3/2012,21,39.95
11/3/2012,22,33.98
11/3/2012,23,31.85
11/4/2012,1,30.16
11/4/2012,2,29.29
11/4/2012,3,30.4
11/4/2012,4,30.31
11/4/2012,5,30.43
11/4/2012,6,30.75
11/4/2012,7,30.88
11/4/2012,8,35.21
11/4/2012,9,39.25
11/4/2012,10,39.85
11/4/2012,11,35.27
11/4/2012,12,33.95
11/4/2012,13,32.77
11/4/2012,14,31.92
11/4/2012,15,32.05
11/4/2012,16,31.72
11/4/2012,17,37.32
11/4/2012,18,56.21
11/4/2012,19,49.43
11/4/2012,20,42.58
11/4/2012,21,40.88
11/4/2012,22,37.7
11/4/2012,23,32.94
11/5/2012,0,31.57
11/5/2012,1,34.21
11/5/2012,2,32.52
11/5/2012,3,32.08
11/5/2012,4,32.57
11/5/2012,5,33.39
11/5/2012,6,37.63
11/5/2012,7,48.17
11/5/2012,8,55.74
11/5/2012,9,53.14
11/5/2012,10,50
11/5/2012,11,47.53
11/5/2012,12,44.03
11/5/2012,13,40.31
11/5/2012,14,39.03
11/5/2012,15,38.79
11/5/2012,16,38.19
11/5/2012,17,42.06
11/5/2012,18,76.43
11/5/2012,19,59.77
11/5/2012,20,53.87
11/5/2012,21,51.13
11/5/2012,22,42.45
11/5/2012,23,36.86
11/6/2012,0,35.55
11/6/2012,1,33.69
11/6/2012,2,32.16
11/6/2012,3,31.92
11/6/2012,4,31.84
11/6/2012,5,32.56
11/6/2012,6,37.57
11/6/2012,7,59.15
11/6/2012,8,60.27
11/6/2012,9,50.52
11/6/2012,10,50.98
11/6/2012,11,45.41
11/6/2012,12,42.48
11/6/2012,13,39.64
11/6/2012,14,37.92
11/6/2012,15,37.05
11/6/2012,16,36.12
11/6/2012,17,38.32
11/6/2012,18,63.27
11/6/2012,19,53.03
11/6/2012,20,48.1
11/6/2012,21,45.05
11/6/2012,22,39.5
11/6/2012,23,38.01
11/7/2012,0,32.5
11/7/2012,1,32.28
11/7/2012,2,31.4
11/7/2012,3,30.63
11/7/2012,4,30.86
11/7/2012,5,31.5
11/7/2012,6,38.18
11/7/2012,7,53.54
11/7/2012,8,48.52
11/7/2012,9,48.79
11/7/2012,10,50.22
11/7/2012,11,47.36
11/7/2012,12,45.2
11/7/2012,13,42.22
11/7/2012,14,41.22
11/7/2012,15,38.33
11/7/2012,16,38.18
11/7/2012,17,42.58
11/7/2012,18,58.4
11/7/2012,19,52.97
11/7/2012,20,46.66
11/7/2012,21,46.18
11/7/2012,22,39.79
11/7/2012,23,38.27
11/8/2012,0,32.7
11/8/2012,1,33.5
11/8/2012,2,32.73
11/8/2012,3,32.15
11/8/2012,4,32.23
11/8/2012,5,32.92
11/8/2012,6,40.54
11/8/2012,7,58.95
11/8/2012,8,53.43
11/8/2012,9,49.26
11/8/2012,10,49.06
11/8/2012,11,45.08
11/8/2012,12,39.78
11/8/2012,13,37.71
11/8/2012,14,36.62
11/8/2012,15,34.97
11/8/2012,16,34.98
11/8/2012,17,35.6
11/8/2012,18,51.43
11/8/2012,19,47.43
11/8/2012,20,41.76
11/8/2012,21,40.19
11/8/2012,22,38.98
11/8/2012,23,34.25
11/9/2012,0,32.25
11/9/2012,1,32.4
11/9/2012,2,31.76
11/9/2012,3,31.2
11/9/2012,4,31.34
11/9/2012,5,32.01
11/9/2012,6,36.19
11/9/2012,7,62.06
11/9/2012,8,53.69
11/9/2012,9,40.85
11/9/2012,10,41.15
11/9/2012,11,40.23
11/9/2012,12,35.9
11/9/2012,13,35.92
11/9/2012,14,33.31
11/9/2012,15,31.81
11/9/2012,16,31.95
11/9/2012,17,33.49
11/9/2012,18,44.67
11/9/2012,19,44.55
11/9/2012,20,40.94
11/9/2012,21,35.74
11/9/2012,22,32.78
11/9/2012,23,30.56
11/10/2012,0,28.34
11/10/2012,1,32.21
11/10/2012,2,30.72
11/10/2012,3,30.43
11/10/2012,4,30
11/10/2012,5,30.06
11/10/2012,6,30.19
11/10/2012,7,30.68
11/10/2012,8,32.13
11/10/2012,9,32.7
11/10/2012,10,31.59
11/10/2012,11,32.25
11/10/2012,12,29.73
11/10/2012,13,28.72
11/10/2012,14,27.87
11/10/2012,15,27.11
11/10/2012,16,27.05
11/10/2012,17,27.82
11/10/2012,18,35.1
11/10/2012,19,32.62
11/10/2012,20,30.71
11/10/2012,21,30.3
11/10/2012,22,29.22
11/10/2012,23,27.73
11/11/2012,0,27.72
11/11/2012,1,26.88
11/11/2012,2,26.37
11/11/2012,3,26.28
11/11/2012,4,26.31
11/11/2012,5,26.3
11/11/2012,6,26.74
11/11/2012,7,26.97
11/11/2012,8,29.39
11/11/2012,9,30.25
11/11/2012,10,29.63
11/11/2012,11,30.51
11/11/2012,12,28.11
11/11/2012,13,27.6
11/11/2012,14,27.23
11/11/2012,15,27.09
11/11/2012,16,26.71
11/11/2012,17,27.97
11/11/2012,18,41.64
11/11/2012,19,36.18
11/11/2012,20,34.51
11/11/2012,21,33.5
11/11/2012,22,30.43
11/11/2012,23,29.53
11/12/2012,0,26.97
11/12/2012,1,27.31
11/12/2012,2,25.7
11/12/2012,3,25.01
11/12/2012,4,24.79
11/12/2012,5,25.18
11/12/2012,6,29.66
11/12/2012,7,35.36
11/12/2012,8,44.61
11/12/2012,9,40.1
11/12/2012,10,40.82
11/12/2012,11,42.7
11/12/2012,12,41.06
11/12/2012,13,36.34
11/12/2012,14,34.08
11/12/2012,15,33.69
11/12/2012,16,33.6
11/12/2012,17,35.34
11/12/2012,18,59.03
11/12/2012,19,49.26
11/12/2012,20,41.88
11/12/2012,21,40.86
11/12/2012,22,34.89
11/12/2012,23,32.78
11/13/2012,0,29.22
11/13/2012,1,30.27
11/13/2012,2,30.09
11/13/2012,3,29.16
11/13/2012,4,28.67
11/13/2012,5,29.57
11/13/2012,6,34.13
11/13/2012,7,49.09
11/13/2012,8,50.17
11/13/2012,9,46.91
11/13/2012,10,45.9
11/13/2012,11,45.67
11/13/2012,12,42.57
11/13/2012,13,38.71
11/13/2012,14,37.52
11/13/2012,15,37.05
11/13/2012,16,36.81
11/13/2012,17,39.64
11/13/2012,18,63.76
11/13/2012,19,60.34
11/13/2012,20,51.47
11/13/2012,21,48.13
11/13/2012,22,41.2
11/13/2012,23,38.05
11/14/2012,0,35.46
11/14/2012,1,34.83
11/14/2012,2,33.11
11/14/2012,3,31.82
11/14/2012,4,31.96
11/14/2012,5,33.75
11/14/2012,6,39.49
11/14/2012,7,53.02
11/14/2012,8,59.57
11/14/2012,9,51.16
11/14/2012,10,49.3
11/14/2012,11,45.77
11/14/2012,12,41.83
11/14/2012,13,39.24
11/14/2012,14,37.99
11/14/2012,15,38.13
11/14/2012,16,38.23
11/14/2012,17,40.36
11/14/2012,18,61.39
11/14/2012,19,59.26
11/14/2012,20,46.64
11/14/2012,21,45.38
11/14/2012,22,41.16
11/14/2012,23,35.66
11/15/2012,0,33.15
11/15/2012,1,33.58
11/15/2012,2,32.15
11/15/2012,3,30.64
11/15/2012,4,31.39
11/15/2012,5,33.03
11/15/2012,6,39.82
11/15/2012,7,61.74
11/15/2012,8,63.95
11/15/2012,9,46.57
11/15/2012,10,46.93
11/15/2012,11,43.2
11/15/2012,12,39.13
11/15/2012,13,36.79
11/15/2012,14,36.39
11/15/2012,15,35.72
11/15/2012,16,35.37
11/15/2012,17,38.04
11/15/2012,18,62.49
11/15/2012,19,50.6
11/15/2012,20,46.05
11/15/2012,21,43.45
11/15/2012,22,39.5
11/15/2012,23,37.36
11/16/2012,0,34.57
11/16/2012,1,33.42
11/16/2012,2,31.85
